agent,config,technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
6,d4v1v1,Hydroponic Systems,Main Processing Unit/System Console,0.86,Multiple agents selected this with strong average confidence; important for system automation and management.,Copper,0.9,"Used for circuit wiring and PCB traces, essential for electrical connectivity.",740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Main Processing Unit/System Console,0.86,Multiple agents selected this with strong average confidence; important for system automation and management.,Copper,0.9,"Used for circuit wiring and PCB traces, essential for electrical connectivity.",740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Main Processing Unit/System Console,0.86,Multiple agents selected this with strong average confidence; important for system automation and management.,Copper,0.9,"Used for circuit wiring and PCB traces, essential for electrical connectivity.",740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Main Processing Unit/System Console,0.86,Multiple agents selected this with strong average confidence; important for system automation and management.,Gold,0.65,"Used in some high-reliability electronic contacts and bonding wires; not always present, lower confidence.",710812,OTHER,METRIC TONS,700.0,23.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Main Processing Unit/System Console,0.86,Multiple agents selected this with strong average confidence; important for system automation and management.,Gold,0.65,"Used in some high-reliability electronic contacts and bonding wires; not always present, lower confidence.",710812,CHINA,METRIC TONS,370.0,12.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Main Processing Unit/System Console,0.86,Multiple agents selected this with strong average confidence; important for system automation and management.,Gold,0.65,"Used in some high-reliability electronic contacts and bonding wires; not always present, lower confidence.",710812,AUSTRALIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Main Processing Unit/System Console,0.86,Multiple agents selected this with strong average confidence; important for system automation and management.,Gold,0.65,"Used in some high-reliability electronic contacts and bonding wires; not always present, lower confidence.",710812,RUSSIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Main Processing Unit/System Console,0.86,Multiple agents selected this with strong average confidence; important for system automation and management.,Gold,0.65,"Used in some high-reliability electronic contacts and bonding wires; not always present, lower confidence.",710812,CANADA,METRIC TONS,200.0,6.67,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Gallium arsenide,0.9,"Common semiconductor substrate for LEDs, crucial for light emission.",282890,China,metric tons,0.0,60.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Gallium arsenide
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Gallium arsenide,0.9,"Common semiconductor substrate for LEDs, crucial for light emission.",282890,Russia,metric tons,0.0,15.0,0.65,LLM fallback cache (previously computed) - no USGS data available for Gallium arsenide
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Gallium arsenide,0.9,"Common semiconductor substrate for LEDs, crucial for light emission.",282890,Germany,metric tons,0.0,10.0,0.7,LLM fallback cache (previously computed) - no USGS data available for Gallium arsenide
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Gallium arsenide,0.9,"Common semiconductor substrate for LEDs, crucial for light emission.",282890,United States,metric tons,0.0,8.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Gallium arsenide
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Gallium arsenide,0.9,"Common semiconductor substrate for LEDs, crucial for light emission.",282890,Japan,metric tons,0.0,7.0,0.7,LLM fallback cache (previously computed) - no USGS data available for Gallium arsenide
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Aluminum,0.85,Used for heat sinks and mounting structures due to thermal conductivity.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Aluminum,0.85,Used for heat sinks and mounting structures due to thermal conductivity.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Aluminum,0.85,Used for heat sinks and mounting structures due to thermal conductivity.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Aluminum,0.85,Used for heat sinks and mounting structures due to thermal conductivity.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Aluminum,0.85,Used for heat sinks and mounting structures due to thermal conductivity.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Copper,0.8,Electrical conductor in LED circuitry and wiring.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Copper,0.8,Electrical conductor in LED circuitry and wiring.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Copper,0.8,Electrical conductor in LED circuitry and wiring.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Copper,0.8,Electrical conductor in LED circuitry and wiring.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,LED Array,0.85,Consistent support from all agents; key component for plant growth indoors.,Copper,0.8,Electrical conductor in LED circuitry and wiring.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Drip Irrigation Emitter,0.8,Moderate peer support from multiple agents; essential for controlled delivery of nutrient solutions where drip irrigation is used.,Polyethylene,0.9,"Primary plastic for drip emitters due to chemical stability, flexibility and water resistance.",390110,China,metric tons,36283333.333333336,31.17,0.877,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
6,d4v1v1,Hydroponic Systems,Drip Irrigation Emitter,0.8,Moderate peer support from multiple agents; essential for controlled delivery of nutrient solutions where drip irrigation is used.,Polyethylene,0.9,"Primary plastic for drip emitters due to chemical stability, flexibility and water resistance.",390110,United States,metric tons,19506666.666666668,16.73,0.87,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
6,d4v1v1,Hydroponic Systems,Drip Irrigation Emitter,0.8,Moderate peer support from multiple agents; essential for controlled delivery of nutrient solutions where drip irrigation is used.,Polyethylene,0.9,"Primary plastic for drip emitters due to chemical stability, flexibility and water resistance.",390110,Saudi Arabia,metric tons,10090000.0,8.7,0.807,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
6,d4v1v1,Hydroponic Systems,Drip Irrigation Emitter,0.8,Moderate peer support from multiple agents; essential for controlled delivery of nutrient solutions where drip irrigation is used.,Polyethylene,0.9,"Primary plastic for drip emitters due to chemical stability, flexibility and water resistance.",390110,South Korea,metric tons,6446666.666666667,5.53,0.84,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
6,d4v1v1,Hydroponic Systems,Drip Irrigation Emitter,0.8,Moderate peer support from multiple agents; essential for controlled delivery of nutrient solutions where drip irrigation is used.,Polyethylene,0.9,"Primary plastic for drip emitters due to chemical stability, flexibility and water resistance.",390110,Iran,metric tons,6470000.0,5.6,0.65,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Glass,0.9,"Essential for sensor electrodes and protective coatings, chemically inert and durable.",700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Glass,0.9,"Essential for sensor electrodes and protective coatings, chemically inert and durable.",700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Glass,0.9,"Essential for sensor electrodes and protective coatings, chemically inert and durable.",700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Glass,0.9,"Essential for sensor electrodes and protective coatings, chemically inert and durable.",700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Glass,0.9,"Essential for sensor electrodes and protective coatings, chemically inert and durable.",700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Silver chloride,0.85,Key material for reference electrodes in pH and EC sensors.,282732,Mexico,metric tons,0.0,23.0,0.85,"Based on recent USGS data 2023 and industry reports, Mexico is the leading producer of silver compounds, including silver chloride from mining by-products; high confidence due to robust national statistics."
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Silver chloride,0.85,Key material for reference electrodes in pH and EC sensors.,282732,Peru,metric tons,0.0,20.0,0.82,Peru's large silver mining industry produces significant silver chloride as a by-product; data from the Peruvian Ministry of Energy and Mines and USGS 2023; moderate to high confidence.
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Silver chloride,0.85,Key material for reference electrodes in pH and EC sensors.,282732,China,metric tons,0.0,18.0,0.8,China is a major silver producer with integrated refining capacity for silver compounds; figures derived from China's Ministry of Natural Resources and USGS 2023 data; reliable but less transparent than Mexico/Peru.
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Silver chloride,0.85,Key material for reference electrodes in pH and EC sensors.,282732,Australia,metric tons,0.0,15.0,0.78,Australia's silver mining and refining operations contribute significantly to silver chloride production; recent industry summaries and USGS 2023; confident but some data lag from processing side.
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Silver chloride,0.85,Key material for reference electrodes in pH and EC sensors.,282732,Russia,metric tons,0.0,12.0,0.7,Russia is a notable producer of silver and silver compounds; data from Russian mining authorities and USGS reports 2022-2023; moderate confidence given geopolitical factors affecting data transparency.
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Copper,0.8,Used in sensor wiring and connectors; essential for electrical conduction.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Copper,0.8,Used in sensor wiring and connectors; essential for electrical conduction.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Copper,0.8,Used in sensor wiring and connectors; essential for electrical conduction.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Copper,0.8,Used in sensor wiring and connectors; essential for electrical conduction.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Copper,0.8,Used in sensor wiring and connectors; essential for electrical conduction.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Platinum,0.7,Used in electrodes for conductivity measurement; high cost limits some applications.,711011,South Africa,kilograms,0.0,70.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Platinum
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Platinum,0.7,Used in electrodes for conductivity measurement; high cost limits some applications.,711011,Russia,kilograms,0.0,15.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Platinum
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Platinum,0.7,Used in electrodes for conductivity measurement; high cost limits some applications.,711011,Zimbabwe,kilograms,0.0,8.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Platinum
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Platinum,0.7,Used in electrodes for conductivity measurement; high cost limits some applications.,711011,Canada,kilograms,0.0,4.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Platinum
6,d4v1v1,Hydroponic Systems,pH and EC Sensors,0.8,"Strong consensus, though slightly varied confidence; necessary for monitoring nutrient solution quality.",Platinum,0.7,Used in electrodes for conductivity measurement; high cost limits some applications.,711011,United States,kilograms,0.0,3.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Platinum
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Copper,0.9,"Used for motor windings and internal electrical wiring, essential for operation.",740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Copper,0.9,"Used for motor windings and internal electrical wiring, essential for operation.",740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Copper,0.9,"Used for motor windings and internal electrical wiring, essential for operation.",740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Copper,0.9,"Used for motor windings and internal electrical wiring, essential for operation.",740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Copper,0.9,"Used for motor windings and internal electrical wiring, essential for operation.",740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Stainless steel,0.75,Structural parts and shafts commonly use stainless steel for corrosion resistance.,722000,China,metric tons,31600000.0,56.53,0.913,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Stainless steel,0.75,Structural parts and shafts commonly use stainless steel for corrosion resistance.,722000,India,metric tons,3800000.0,6.8,0.86,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Stainless steel,0.75,Structural parts and shafts commonly use stainless steel for corrosion resistance.,722000,Japan,metric tons,3043333.3333333335,5.43,0.893,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Stainless steel,0.75,Structural parts and shafts commonly use stainless steel for corrosion resistance.,722000,United States,metric tons,2473333.3333333335,4.43,0.867,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Stainless steel,0.75,Structural parts and shafts commonly use stainless steel for corrosion resistance.,722000,South Korea,metric tons,2136666.6666666665,3.83,0.867,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Polyethylene,0.65,Used for external casing and tubing in aeration systems; alternatives exist but common.,390110,China,metric tons,36283333.333333336,31.17,0.877,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Polyethylene,0.65,Used for external casing and tubing in aeration systems; alternatives exist but common.,390110,United States,metric tons,19506666.666666668,16.73,0.87,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Polyethylene,0.65,Used for external casing and tubing in aeration systems; alternatives exist but common.,390110,Saudi Arabia,metric tons,10090000.0,8.7,0.807,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Polyethylene,0.65,Used for external casing and tubing in aeration systems; alternatives exist but common.,390110,South Korea,metric tons,6446666.666666667,5.53,0.84,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
6,d4v1v1,Hydroponic Systems,Air Pump And Aeration System,0.75,Selected by two agents with moderate confidence; important to maintain dissolved oxygen in water for roots.,Polyethylene,0.65,Used for external casing and tubing in aeration systems; alternatives exist but common.,390110,Iran,metric tons,6470000.0,5.6,0.65,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Polyethersulfone,0.85,Common membrane material in filtration units for chemical and mechanical filtration.,390799,China,metric tons,0.0,45.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Polyethersulfone
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Polyethersulfone,0.85,Common membrane material in filtration units for chemical and mechanical filtration.,390799,United States,metric tons,0.0,25.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Polyethersulfone
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Polyethersulfone,0.85,Common membrane material in filtration units for chemical and mechanical filtration.,390799,Germany,metric tons,0.0,12.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polyethersulfone
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Polyethersulfone,0.85,Common membrane material in filtration units for chemical and mechanical filtration.,390799,South Korea,metric tons,0.0,10.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Polyethersulfone
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Polyethersulfone,0.85,Common membrane material in filtration units for chemical and mechanical filtration.,390799,Japan,metric tons,0.0,8.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Polyethersulfone
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Glass,0.65,Used in some filter housings or as fiber in fiberglass components.,700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Glass,0.65,Used in some filter housings or as fiber in fiberglass components.,700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Glass,0.65,Used in some filter housings or as fiber in fiberglass components.,700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Glass,0.65,Used in some filter housings or as fiber in fiberglass components.,700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Glass,0.65,Used in some filter housings or as fiber in fiberglass components.,700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Ceramic,0.7,Used in filtration media for durability and chemical resistance.,691010,China,metric tons,0.0,60.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Ceramic
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Ceramic,0.7,Used in filtration media for durability and chemical resistance.,691010,India,metric tons,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Ceramic
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Ceramic,0.7,Used in filtration media for durability and chemical resistance.,691010,United States,metric tons,0.0,8.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Ceramic
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Ceramic,0.7,Used in filtration media for durability and chemical resistance.,691010,Brazil,metric tons,0.0,7.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Ceramic
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Ceramic,0.7,Used in filtration media for durability and chemical resistance.,691010,Italy,metric tons,0.0,5.0,0.78,LLM fallback cache (previously computed) - no USGS data available for Ceramic
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Stainless steel,0.75,Structural parts and filter supports require corrosion-resistant metals like stainless steel.,722000,China,metric tons,31600000.0,56.53,0.913,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Stainless steel,0.75,Structural parts and filter supports require corrosion-resistant metals like stainless steel.,722000,India,metric tons,3800000.0,6.8,0.86,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Stainless steel,0.75,Structural parts and filter supports require corrosion-resistant metals like stainless steel.,722000,Japan,metric tons,3043333.3333333335,5.43,0.893,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Stainless steel,0.75,Structural parts and filter supports require corrosion-resistant metals like stainless steel.,722000,United States,metric tons,2473333.3333333335,4.43,0.867,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
6,d4v1v1,Hydroponic Systems,Filtration Unit,0.7,"Chosen by two agents with moderate confidence; supports water quality maintenance, useful in recirculating systems.",Stainless steel,0.75,Structural parts and filter supports require corrosion-resistant metals like stainless steel.,722000,South Korea,metric tons,2136666.6666666665,3.83,0.867,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
7,d4v1v1,Hydroponic Systems,Grow Tray Or Channel,0.95,Strong consensus from all agents with high confidence; essential for hydroponic growth medium.,Polyethylene,0.9,"Commonly used polymer for grow trays due to chemical resistance, durability, and ease of molding, a standard in hydroponic systems.",390110,China,metric tons,36283333.333333336,31.17,0.877,LLM fallback cache (previously computed) - no USGS data available for Polyethylene
